gene_id	DB_1_F_02_S44_L004_	DB_1_F_04_S46_L004_	DB_1_F_06_S48_L004_	DB_1_F_10_S51_L004_	DB_1_F_12_S53_L004_	DB_1_F_14_S55_L004_	DB_1_L_01_S43_L004_	DB_1_L_03_S45_L004_	DB_1_L_05_S47_L004_	DB_1_L_07_S49_L004_	DB_1_L_09_S50_L004_	DB_1_L_11_S52_L004_	DB_1_L_13_S54_L004_	DB_1_L_15_S56_L004_	DB_2_F_02_S58_L004_	DB_2_F_04_S60_L004_	DB_2_F_06_S62_L004_	DB_2_F_10_S65_L004_	DB_2_F_12_S67_L004_	DB_2_F_14_S69_L004_	DB_2_L_01_S57_L004_	DB_2_L_03_S59_L004_	DB_2_L_05_S61_L004_	DB_2_L_07_S63_L004_	DB_2_L_09_S64_L004_	DB_2_L_11_S66_L004_	DB_2_L_13_S68_L004_	DB_2_L_15_S70_L004_	DB_3_F_02_S72_L004_	DB_3_F_04_S74_L004_	DB_3_F_06_S76_L004_	DB_3_F_10_S79_L004_	DB_3_F_12_S81_L004_	DB_3_F_14_S83_L004_	DB_3_L_01_S71_L004_	DB_3_L_03_S73_L004_	DB_3_L_05_S75_L004_	DB_3_L_07_S77_L004_	DB_3_L_09_S78_L004_	DB_3_L_11_S80_L004_	DB_3_L_13_S82_L004_	DB_3_L_15_S84_L004_	MB_1_F_04_S1_L001_	MB_1_F_05_S2_L001_	MB_1_F_06_S3_L001_	MB_1_F_12_S4_L001_	MB_1_F_13_S5_L001_	MB_1_F_14_S6_L001_	MB_1_L_01_S7_L001_	MB_1_L_02_S8_L001_	MB_1_L_03_S9_L001_	MB_1_L_07_S10_L001_	MB_1_L_09_S11_L001_	MB_1_L_10_S12_L001_	MB_1_L_11_S13_L001_	MB_1_L_15_S14_L001_	MB_2_F_04_S15_L001_	MB_2_F_05_S16_L001_	MB_2_F_06_S17_L001_	MB_2_F_12_S18_L001_	MB_2_F_13_S19_L001_	MB_2_F_14_S20_L001_	MB_2_L_01_S21_L001_	MB_2_L_02_S22_L001_	MB_2_L_03_S23_L001_	MB_2_L_07_S24_L001_	MB_2_L_09_S25_L001_	MB_2_L_11_S26_L001_	MB_2_L_15_S27_L001_	MB_3_F_04_S28_L001_	MB_3_F_05_S29_L001_	MB_3_F_06_S30_L001_	MB_3_F_12_S31_L001_	MB_3_F_13_S32_L001_	MB_3_F_14_S33_L001_	MB_3_L_01_S34_L001_	MB_3_L_02_S35_L001_	MB_3_L_03_S36_L001_	MB_3_L_07_S37_L001_	MB_3_L_08_S38_L001_	MB_3_L_09_S39_L001_	MB_3_L_10_S40_L001_	MB_3_L_11_S41_L001_	MB_3_L_15_S42_L001_	MJS_1_F_05_S43_L001_	MJS_1_F_06_S44_L001_	MJS_1_F_07_S45_L001_	MJS_1_F_13_S46_L001_	MJS_1_F_14_S47_L001_	MJS_1_F_15_S48_L001_	MJS_1_L_01_S49_L001_	MJS_1_L_02_S50_L001_	MJS_1_L_03_S51_L001_	MJS_1_L_04_S52_L001_	MJS_1_L_09_S53_L001_	MJS_1_L_10_S54_L001_	MJS_1_L_11_S55_L001_	MJS_1_L_12_S56_L001_	MJS_2_F_04_S57_L001_	MJS_2_F_05_S58_L001_	MJS_2_F_06_S59_L001_	MJS_2_F_12_S60_L001_	MJS_2_F_13_S61_L001_	MJS_2_F_14_S62_L001_	MJS_2_L_01_S63_L001_	MJS_2_L_02_S64_L001_	MJS_2_L_03_S65_L001_	MJS_2_L_07_S66_L001_	MJS_2_L_09_S67_L001_	MJS_2_L_10_S68_L001_	MJS_2_L_11_S69_L001_	MJS_2_L_15_S70_L001_	MJS_3_F_04_S71_L001_	MJS_3_F_06_S72_L001_	MJS_3_F_12_S73_L001_	MJS_3_F_13_S74_L001_	MJS_3_F_14_S75_L001_	MJS_3_F_16_S76_L001_	MJS_3_L_01_S77_L001_	MJS_3_L_02_S78_L001_	MJS_3_L_03_S79_L001_	MJS_3_L_07_S80_L001_	MJS_3_L_09_S81_L001_	MJS_3_L_10_S82_L001_	MJS_3_L_11_S83_L001_	MJS_3_L_15_S84_L001_	NM_1_F_04_S4_L004_	NM_1_F_05_S5_L004_	NM_1_F_06_S6_L004_	NM_1_F_12_S11_L004_	NM_1_F_13_S12_L004_	NM_1_F_14_S13_L004_	NM_1_L_01_S1_L004_	NM_1_L_02_S2_L004_	NM_1_L_03_S3_L004_	NM_1_L_07_S7_L004_	NM_1_L_09_S8_L004_	NM_1_L_10_S9_L004_	NM_1_L_11_S10_L004_	NM_1_L_15_S14_L004_	NM_2_F_04_S18_L004_	NM_2_F_05_S19_L004_	NM_2_F_06_S20_L004_	NM_2_F_12_S25_L004_	NM_2_F_13_S26_L004_	NM_2_F_14_S27_L004_	NM_2_L_01_S15_L004_	NM_2_L_02_S16_L004_	NM_2_L_03_S17_L004_	NM_2_L_07_S21_L004_	NM_2_L_09_S22_L004_	NM_2_L_10_S23_L004_	NM_2_L_11_S24_L004_	NM_2_L_15_S28_L004_	NM_3_F_04_S32_L004_	NM_3_F_05_S33_L004_	NM_3_F_06_S34_L004_	NM_3_F_12_S39_L004_	NM_3_F_13_S40_L004_	NM_3_F_14_S41_L004_	NM_3_L_01_S29_L004_	NM_3_L_02_S30_L004_	NM_3_L_03_S31_L004_	NM_3_L_07_S35_L004_	NM_3_L_09_S36_L004_	NM_3_L_10_S37_L004_	NM_3_L_11_S38_L004_	NM_3_L_15_S42_L004_
ERCC-00162(+)	0.3752	0.3078	0.2455	0.1731	0.3663	0.8634	0.5815	0.2903	0.1586	0.0998	0.1934	0.0784	0.0955	0.1176	0.1035	0.3156	0.2179	0.0999	0.1248	0.1699	0.123	0.083	0.1746	0.1795	0.2131	0.1163	0.176	0.1206	0.1917	0.3822	0.2022	0.1305	0.1255	0.1474	0.2223	0.1007	0.176	0.0897	0.1518	0.1926	0.1433	0.3514	0.2729	0.5805	0.194	0.3698	0.3727	0.2886	0.5491	0.2539	0.2188	0.3543	0.2163	0.2886	0.4375	0.3263	0.3983	0.562	0.6148	0.3103	0.7507	0.152	0.4157	0.2049	0.3022	0.4758	0.3949	0.754	0.4514	0.6355	0.2223	0.7487	0.3471	0.3936	0.2263	0.4503	0.1649	0.511	0.7065	0.496	0.3521	0.3391	0.3352	0.2106	0.0837	0.125	0.4049	0.1637	0.1495	0.0872	0.1333	0.1077	0.1713	0.1832	0.1076	0.0837	0.3547	0.095	0.2288	0.0665	0.1613	0.1318	0.1536	0.115	0.1326	0.1654	0.0901	0.2948	0.0898	0.1401	0.2148	0.0884	0.1023	0.1594	0.1876	0.2027	0.1113	0.257	0.179	0.1662	0.2852	0.0904	0.1021	0.2001	0.1625	0.1206	0.205	0.1438	0.1909	0.4072	0.0647	0.2576	0.1612	0.0932	0.3671	0.1842	0.0976	0.1306	0.3095	0.3661	0.1554	0.8186	0.0972	0.3192	0.5266	0.1322	0.1779	0.1896	0.1703	0.0844	0.1699	0.1321	0.1935	0.1035	0.0966	0.1225	0.1847	0.1936	0.1855	0.0963	0.184	0.0901	0.1424	0.4751	0.0881	0.0973	0.1259	0.1381
ERCC-00163(+)	1.0	1.5048	2.1691	0.9853	0.5298	0.8932	1.5893	1.2616	0.6481	0.7273	1.7735	1.0	1.0017	0.5725	3.9266	0.5555	0.5783	2.0756	0.9571	2.3219	0.3508	1.5844	1.8398	0.7785	1.1064	0.9694	0.3094	0.5989	1.7031	1.2711	0.6842	1.0778	2.6477	1.9502	0.3485	2.3511	1.0	0.4594	0.4642	0.9052	0.6734	0.4917	0.9263	2.5912	2.0902	0.424	0.8682	1.0361	0.4644	0.6262	1.0	0.6657	0.6794	0.4733	1.0	0.7615	1.0	0.4696	0.5703	0.4463	0.2545	0.5341	0.9024	0.4641	0.348	1.3057	1.4808	0.6962	0.6118	0.4744	1.2891	0.5691	0.9926	0.1719	2.4406	0.2376	0.6722	1.6795	1.0884	0.3656	0.4642	0.756	0.3201	1.0	0.9374	0.4086	1.4751	0.884	0.7177	1.8338	0.2683	0.4493	1.0	0.5167	0.4393	0.2263	0.4582	1.0	0.9854	0.4513	2.0227	1.0921	0.9006	1.2158	0.1953	0.5878	0.2877	0.5877	0.8515	0.4503	0.3478	1.8603	1.5503	0.4437	1.1284	0.2817	0.2484	0.0955	0.5822	0.6772	0.6881	0.9436	0.463	0.1907	0.3343	0.7151	0.6243	0.1556	1.0	0.4339	1.4114	1.0	0.8624	0.8029	0.2909	0.9019	0.9797	0.4751	0.7587	0.4292	1.3924	1.0	1.0761	1.0	1.0	0.9761	0.5278	1.0	1.8801	2.7097	0.9871	1.0	1.0532	0.7448	0.3845	1.7587	2.1068	1.06	1.6667	0.5952	0.9	0.1517	1.0329	0.472	1.2872	0.1883	0.5767	0.575
ERCC-00164(+)	1.0	1.0	1.0	1.0	0.8268	1.0	1.0	1.0	0.8014	0.7691	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9814	1.0	1.0	1.0	0.9824	1.0	0.9941	0.9863	1.0	1.5714	0.9883	1.0	0.6879	1.0	1.0	1.0	1.0	1.0	1.0	1.1067	1.0	1.0	1.0	0.9266	1.0	0.9687	1.0	1.0	1.0	0.9658	1.0	0.8249	1.0	1.0	1.0	1.0	1.0	0.9843	1.0	0.7378	0.7593	3.5186	1.0	1.0	1.0	0.6301	4.4801	1.0	1.0	1.0	1.0	1.0	0.7554	1.0	1.0	1.0	1.0	1.0	1.9863	0.7965	1.0	1.0	0.727	1.3601	1.0	1.0	0.8689	1.0	1.0	1.0	1.0	1.0	0.7231	1.0	1.0	1.0	1.0	1.0	0.9442	1.0	1.0	0.9736	1.0	0.7202	1.0	0.7877	1.0	1.0	1.0	0.7202	1.0	0.7319	1.0	1.0	0.9922	1.0	0.8004	0.6898	1.0	1.0	1.1331	0.8258	1.0	1.0	1.0	1.0	0.9227	0.9335	1.0	1.0	1.0	1.1252	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.228	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.6419	1.7436	1.0	1.0
ERCC-00165(+)	3.3951	1.9249	3.1887	3.2305	1.3527	3.2957	2.7294	1.748	1.2542	1.0645	2.5772	1.0	1.5937	1.4074	0.3611	0.7595	0.713	0.7906	1.0386	2.2859	0.4178	0.4085	0.6171	1.3759	1.3841	1.1138	1.3514	1.335	1.5506	0.6477	1.2643	0.6269	1.1357	0.3357	0.8588	0.4422	0.6889	0.8439	0.7394	0.7683	0.9487	2.0349	1.4453	0.8577	0.3518	0.7611	0.4723	0.2093	0.5757	0.2496	0.2639	0.6786	0.826	0.5196	0.3753	0.3748	0.1872	0.6241	0.2169	0.1935	0.5713	0.2482	0.2094	0.1531	0.5867	0.1796	0.1999	0.1619	0.275	0.3384	0.3825	0.4213	0.1048	0.3644	0.3052	0.1925	0.2356	0.1675	0.6047	0.4004	0.245	0.2045	0.3526	0.322	0.6128	0.1964	0.4757	0.3436	0.3958	0.4765	0.2906	0.1251	0.4399	0.1541	0.9661	0.3111	0.1552	0.8059	0.2383	0.3147	0.2177	0.6786	0.1781	0.307	0.0945	0.3307	0.3925	0.3219	0.7605	0.3985	0.3928	0.1842	0.21	0.1468	0.1809	0.1512	0.2214	0.2501	0.4105	0.1527	0.1908	0.4398	0.2895	0.1194	0.1362	0.1874	0.9901	1.5602	0.393	1.4408	1.6662	1.2123	0.8949	0.4413	0.7069	0.8741	0.7986	0.653	0.8353	0.6966	1.3221	1.4536	1.5702	0.8094	1.0556	2.6399	0.6786	1.0215	0.5781	0.5193	1.2388	0.2371	0.6924	1.6202	0.4448	1.0844	0.6271	0.7296	0.7244	0.7271	0.9177	0.714	0.4802	0.2227	0.9867	0.3939	0.7593	0.7881
ERCC-00168(+)	0.9961	1.0	0.9111	0.8945	1.0	0.999	1.0	2.957	1.4766	1.0	1.0	1.0	1.0	0.9512	1.0	1.0	3.5898	1.0	1.0	1.0	1.0	0.7305	1.0	1.0	1.6641	1.2998	1.0	1.5098	1.0	1.0	1.0	1.0	0.9141	1.0	1.0	1.6953	1.0	0.9502	1.0	1.0	1.0	1.0664	1.0	1.0	1.917	1.0	1.0	1.0	1.0	0.9287	1.0	1.0	1.0	1.0	1.0	1.0	0.8926	1.0	1.0	1.0	1.0	0.917	1.0	1.0	0.7217	2.9983	0.7236	1.0	1.0	1.0	1.0	1.0	0.9043	1.0	1.0	1.0	1.0	1.0	1.0	0.8984	1.0	1.0	1.0	0.7227	0.9023	1.0	1.0	1.0	1.0	1.0	1.0	2.0469	1.0	0.917	1.0	1.0	0.9609	1.0	1.0	1.0	0.9482	1.7168	0.8594	1.0	1.0	1.0	0.7607	1.0	0.9873	1.0	1.0	1.0	0.7432	1.0	0.959	1.0	1.0	0.9023	0.9229	1.0	0.9619	1.0	1.0	1.2686	3.0625	0.8301	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.1406	1.0	1.0	2.0762	1.0	1.0	1.0	2.0156	1.0	1.0	1.8438	0.5117	1.0	1.0	1.4866	1.0	0.7764	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.125	0.75	1.0	1.0	0.8203	0.873	0.874
ERCC-00170(+)	1.0925	0.8819	2.0991	0.7136	0.7314	0.9598	0.6721	0.8053	1.0006	0.4571	0.9096	0.9419	0.5149	0.4988	1.248	1.1191	1.5874	0.9249	1.2311	1.0165	1.2687	0.7957	0.6749	0.6946	0.806	0.5452	0.6424	0.4144	2.3763	1.136	1.0687	0.9697	1.2779	1.4656	0.3746	0.501	0.6153	0.9312	0.6383	1.0058	1.0252	1.2682	1.3349	0.5526	0.6839	0.6895	0.7121	1.3628	0.6018	1.1556	0.6664	0.4442	0.6993	0.6414	1.221	2.2109	0.8712	0.3089	0.8428	0.5922	0.3801	0.5895	0.8665	1.598	0.5768	0.7967	1.7422	0.5543	0.6871	0.7106	0.9185	2.4572	1.2344	1.4051	1.3602	0.499	0.8835	0.3853	1.5322	0.6851	0.6178	1.0138	0.579	0.2787	0.382	1.79	1.1067	0.7115	1.1605	0.8956	1.1525	0.8908	0.3531	1.0053	0.6692	1.5669	1.0667	0.3821	1.1436	1.1219	0.9413	0.945	1.0366	0.6753	0.7791	0.7395	0.2454	0.6861	0.5176	1.5704	0.288	0.5849	0.464	0.6767	0.8425	0.7003	0.2002	0.3464	1.4901	0.3595	0.148	0.3833	0.3946	0.2814	0.4385	0.6638	3.1701	2.1487	0.8241	1.8983	1.0	2.1793	1.4454	0.6111	1.1554	0.4912	0.9453	1.5552	1.0227	2.0494	1.7143	0.7576	1.2727	0.7341	1.3473	1.0	1.2536	0.4452	0.7884	0.7117	0.3849	0.9956	1.4507	1.1921	0.4483	0.9804	1.0511	1.0	0.3659	0.6912	1.4694	0.7492	0.7413	0.7538	0.5298	0.7491	0.3757	0.7799
ERCC-00171(+)	0.1877	0.129	0.1077	0.1794	0.1734	0.1347	0.2501	0.2269	0.1506	0.1495	0.3788	0.4483	0.1295	0.1377	0.1026	0.1232	0.1131	0.2951	0.2649	0.2227	0.1039	0.104	0.1154	0.0986	0.2591	0.2473	0.2837	0.2187	0.0992	0.1116	0.0885	0.093	0.0965	0.0889	0.1002	0.093	0.104	0.117	0.0977	0.1182	0.1087	0.1037	0.1288	0.1477	0.1104	0.1175	0.1116	0.116	0.1123	0.1092	0.0967	0.1516	0.149	0.1351	0.1044	0.1226	0.1341	0.1878	0.1653	0.1518	0.1436	0.1689	0.1592	0.1415	0.1388	0.1615	0.1472	0.1276	0.1688	0.2296	0.1974	0.2041	0.1299	0.1631	0.1526	0.1484	0.1627	0.1524	0.2528	0.2882	0.1464	0.1343	0.1695	0.1234	0.0933	0.0694	0.0877	0.0749	0.0753	0.0807	0.0786	0.0818	0.0843	0.0839	0.0916	0.0775	0.089	0.0841	0.0975	0.0867	0.0952	0.0897	0.086	0.092	0.0816	0.0743	0.0752	0.1137	0.0828	0.0763	0.0782	0.0986	0.0878	0.1031	0.092	0.0986	0.0949	0.1063	0.108	0.0921	0.0799	0.1011	0.0906	0.0991	0.0912	0.1071	0.1607	0.1168	0.0783	0.1454	0.1082	0.1211	0.1626	0.0833	0.0967	0.1305	0.1073	0.1113	0.0962	0.1033	0.1039	0.1375	0.1125	0.1065	0.1183	0.1065	0.1047	0.103	0.103	0.0985	0.0955	0.0884	0.1043	0.1061	0.1081	0.1107	0.104	0.1113	0.1292	0.1267	0.1087	0.087	0.1041	0.1122	0.1015	0.093	0.1033	0.0902
SIRV1(-)	0.6143	0.5538	0.5257	0.6489	0.6271	0.5836	0.6354	0.4872	0.3789	0.4113	0.7827	0.6764	0.5407	0.5619	0.6491	0.5748	0.5943	2.9675	2.6783	2.4888	0.434	0.5421	0.6425	0.6109	2.8444	2.6062	2.6499	2.5218	0.6387	0.5574	0.651	0.7671	0.8263	0.7443	0.5802	0.5758	0.4172	0.4841	0.5991	0.8828	0.6866	0.6055	0.5155	0.4968	0.4645	0.411	0.5181	0.5032	0.5686	0.5397	0.4581	0.5021	0.4816	0.3852	0.4673	0.4636	0.7125	0.8604	0.7357	0.6451	0.7746	0.7219	0.8006	0.4578	0.6575	0.6982	1.0719	0.4162	0.8583	0.958	0.9095	1.0661	0.7321	0.6644	0.7919	0.7329	0.7682	0.768	0.79	1.1273	0.6758	0.6332	0.6537	0.5452	0.8891	0.8229	0.9043	0.7925	1.0709	0.7543	0.7693	0.7569	0.8539	0.9412	0.774	0.6331	0.791	0.7754	1.0379	0.9706	0.8797	0.9981	0.7581	0.9978	1.3862	1.121	1.2004	1.0091	0.8894	1.1127	0.8416	0.9728	1.2936	1.0633	0.6811	0.8806	0.7183	1.3461	1.2198	1.1377	1.1436	1.2192	0.783	0.7232	0.6049	0.6529	0.6916	0.485	0.5255	0.4572	0.7685	0.6654	2.3503	0.6382	0.4993	0.611	0.3673	0.41	0.4504	0.4294	0.6113	0.5628	0.6699	0.6387	0.4713	0.5695	0.3954	0.5436	0.5017	0.4544	0.5129	0.5045	0.3812	0.6301	0.418	0.4636	0.427	0.7248	0.4183	0.5025	0.4018	0.3761	0.4726	0.312	0.3936	0.3966	0.2989	0.4136
SIRV1(+)	0.6394	0.4309	0.3706	0.7197	0.6419	0.3841	1.0541	0.8155	0.4692	0.5024	1.2717	1.192	0.4299	0.5632	0.1188	0.1214	0.0981	0.1115	0.1263	0.1473	0.1034	0.0848	0.0626	0.1259	0.0945	0.1557	0.1386	0.1097	0.1345	0.0957	0.1419	0.0881	0.0956	0.1143	0.0714	0.0727	0.1325	0.0969	0.0703	0.0951	0.1146	0.0845	0.1573	0.2108	0.1252	0.1067	0.1152	0.1031	0.1205	0.1734	0.1209	0.1989	0.133	0.116	0.0958	0.1105	0.2814	0.3885	0.3561	0.3164	0.298	0.2474	0.2925	0.1026	0.2976	0.3597	0.3197	0.2263	0.3242	0.3711	0.4584	0.4192	0.2328	0.2938	0.2553	0.3586	0.2966	0.3476	0.3837	0.4419	0.2664	0.2937	0.2959	0.234	0.1559	0.2336	0.1109	0.176	0.1259	0.1415	0.221	0.2736	0.1427	0.1686	0.1978	0.1805	0.171	0.1525	0.2031	0.167	0.2279	0.1897	0.2219	0.228	0.2348	0.1533	0.2126	0.1708	0.1449	0.2006	0.1897	0.1911	0.2166	0.1924	0.1667	0.1787	0.1624	0.2354	0.1763	0.1859	0.1701	0.282	0.1813	0.1375	0.131	0.16	0.1098	0.093	0.0955	0.2502	0.1214	0.1457	0.144	0.1086	0.1098	0.0941	0.0881	0.1829	0.1533	0.1186	0.111	0.1667	0.128	0.1217	0.1383	0.0898	0.0958	0.1511	0.1187	0.106	0.0923	0.2188	0.133	0.1331	0.0903	0.1003	0.1368	0.1061	0.1498	0.1461	0.1093	0.1311	0.1731	0.1319	0.1327	0.1122	0.0968	0.0992
SIRV2(-)	0.5254	0.463	0.5272	0.4328	0.4384	0.5971	0.5061	0.4946	0.6175	0.4459	0.7419	0.4994	0.5826	0.5561	0.5697	0.7122	0.7354	0.5379	0.565	0.4564	0.4825	0.5565	0.551	0.5543	0.5432	0.6049	0.561	0.5409	0.6321	0.5998	0.7025	0.5573	0.6384	0.6907	0.5804	0.6019	0.6332	0.6491	0.5037	0.5603	0.5215	0.6293	0.8458	0.9156	1.1091	0.9956	1.2239	1.0731	1.2611	0.58	1.1204	0.9215	1.0074	0.9492	1.5006	0.9239	0.7614	0.7146	0.8056	0.5733	0.7233	0.7466	0.775	0.9716	0.7235	0.7414	0.897	0.6399	0.8439	0.9465	0.9233	1.0284	0.8539	0.6824	0.7901	1.0012	0.8952	0.9465	0.9256	1.2629	0.7413	0.7521	0.7416	0.8117	0.5107	0.556	0.656	0.7005	0.6047	0.5669	0.4603	0.5701	0.602	0.6374	0.5632	0.5132	0.5491	0.6898	0.7516	0.6234	0.6209	0.6906	0.681	0.7634	0.6617	0.6935	0.6846	0.5638	0.5309	0.67	0.6955	0.6601	0.8232	0.8623	0.5886	0.6097	0.5475	0.9033	0.7322	0.8529	0.7812	0.8862	0.5131	0.5531	0.5083	0.5337	0.5653	0.4533	0.5281	0.5567	0.3907	0.3874	0.6147	0.4914	0.4667	0.5921	0.4103	0.5956	0.5215	0.2879	0.4493	0.462	0.415	0.5693	0.6	0.5315	0.4828	0.7706	0.473	0.6853	0.6945	0.6275	0.4839	0.5976	0.3884	0.2961	0.4123	0.4115	0.4194	0.3624	0.3608	0.5336	0.3242	0.386	0.4409	0.4134	0.4898	0.4057
SIRV2(+)	0.141	0.1224	0.1441	0.132	0.117	0.152	0.1319	0.1514	0.1407	0.1394	0.1861	0.145	0.1209	0.1394	0.2461	0.2066	0.1262	0.1011	0.1121	0.0558	0.1552	0.2146	0.161	0.1909	0.1194	0.1127	0.1308	0.1391	0.233	0.1465	0.2761	0.2596	0.2846	0.2329	0.1351	0.1795	0.1872	0.1774	0.2272	0.1771	0.1386	0.1715	0.4781	0.5059	0.4214	0.326	0.3468	0.3991	0.4252	0.3523	0.6101	0.3785	0.312	0.3189	0.2052	0.264	0.7736	0.9569	0.8633	0.8425	0.8158	0.8865	0.8219	0.5062	0.7208	0.6037	0.8858	0.8088	0.8225	1.2009	1.1867	1.2231	0.5775	0.7683	0.9984	0.8493	0.8799	0.9342	1.0508	1.014	0.74	0.7457	0.7868	0.8461	0.4005	0.4436	0.4733	0.5134	0.4358	0.4057	0.5169	0.4996	0.6056	0.5587	0.3972	0.4581	0.5157	0.4651	0.3725	0.5137	0.4007	0.2977	0.3855	0.378	0.4441	0.3727	0.2396	0.3309	0.3279	0.4824	0.3169	0.4306	0.5108	0.3348	0.3993	0.3014	0.2709	0.6424	0.4233	0.491	0.4258	0.5098	0.3645	0.4833	0.2509	0.3756	0.2963	0.2144	0.304	0.2438	0.1945	0.2823	0.2214	0.2916	0.2188	0.1774	0.1285	0.1402	0.2739	0.0932	0.2732	0.2192	0.2931	0.2665	0.167	0.1326	0.0912	0.2934	0.2105	0.1607	0.2876	0.2281	0.1148	0.1449	0.211	0.1643	0.2982	0.1933	0.2751	0.3177	0.0928	0.2178	0.1687	0.1325	0.1858	0.1528	0.3038	0.1216
SIRV3(-)	0.3711	0.3659	0.2693	0.6412	0.3577	0.3643	0.6911	0.4733	0.2727	0.3588	1.1871	0.8775	0.3029	0.2803	0.0987	0.1522	0.179	0.2607	0.168	0.1929	0.1425	0.1411	0.1373	0.1424	0.2584	0.1554	0.2098	0.1545	0.1245	0.1292	0.1878	0.146	0.151	0.1429	0.1599	0.1518	0.1743	0.1799	0.1367	0.1871	0.1366	0.1311	0.1665	0.1623	0.1012	0.1197	0.1208	0.1527	0.1367	0.1327	0.1179	0.1737	0.1786	0.1077	0.1004	0.1384	0.3528	0.6386	0.4971	0.4242	0.4469	0.3963	0.465	0.1978	0.3381	0.4579	0.6781	0.3029	0.5336	0.7504	0.6308	0.6863	0.3672	0.3391	0.4328	0.6588	0.5621	0.6392	0.7655	0.8823	0.4663	0.4703	0.4611	0.3048	0.2285	0.1971	0.2256	0.1948	0.1949	0.2066	0.2832	0.2403	0.21	0.2926	0.1779	0.2599	0.1595	0.1921	0.1897	0.2063	0.2983	0.3298	0.3006	0.3104	0.3973	0.3024	0.2071	0.2383	0.2806	0.2876	0.3377	0.2947	0.3383	0.3716	0.1766	0.156	0.1953	0.3357	0.273	0.4138	0.2588	0.3556	0.2288	0.1773	0.2292	0.1714	0.1452	0.0756	0.0722	0.2335	0.1986	0.1079	0.2232	0.1077	0.1621	0.1126	0.1051	0.1569	0.1194	0.0947	0.2208	0.1335	0.1418	0.1587	0.2135	0.0992	0.1096	0.0895	0.1491	0.1677	0.1476	0.1104	0.1137	0.1001	0.1035	0.1128	0.1023	0.1081	0.098	0.0977	0.1122	0.1145	0.1287	0.1085	0.0953	0.0824	0.09	0.0909
SIRV3(+)	0.6518	0.5923	0.5533	0.5052	0.5773	0.7818	0.5806	0.5332	0.5567	0.4912	0.5309	0.5924	0.6029	0.6348	0.6146	0.6357	0.6357	0.8272	0.7176	0.6747	0.5369	0.6055	0.6269	0.6015	0.6818	0.7646	0.6428	0.7406	0.631	0.6762	0.6707	0.6542	0.6206	0.6513	0.5992	0.6117	0.6614	0.7044	0.5905	0.6408	0.5518	0.5541	0.7553	0.8224	0.8109	0.7709	0.9739	0.8057	0.8837	0.5557	0.7639	0.8069	0.7322	0.7118	0.884	0.7704	0.4879	0.5672	0.5118	0.47	0.5291	0.5286	0.4976	0.7168	0.4859	0.4734	0.5998	0.5053	0.5017	0.7346	0.6201	0.6877	0.6252	0.4005	0.5433	0.5848	0.5602	0.4925	0.6242	0.624	0.4686	0.5568	0.5338	0.5308	0.4472	0.4128	0.4207	0.388	0.4301	0.3937	0.4152	0.4447	0.4938	0.5469	0.4421	0.4192	0.4077	0.45	0.3609	0.3929	0.396	0.4087	0.408	0.4552	0.4259	0.4572	0.4789	0.3632	0.3971	0.4504	0.4088	0.3874	0.5248	0.5334	0.304	0.3778	0.3655	0.5825	0.4733	0.4763	0.4533	0.5209	0.3185	0.3527	0.31	0.3609	0.3656	0.3881	0.5488	0.4899	0.4416	0.4273	0.6652	0.3956	0.3544	0.4353	0.4064	0.4691	0.4085	0.3442	0.5285	0.4345	0.427	0.5071	0.5966	0.4702	0.3623	0.5807	0.4118	0.4293	0.5766	0.5351	0.4755	0.5387	0.3228	0.321	0.3555	0.3879	0.3634	0.3515	0.4556	0.3352	0.3665	0.3061	0.3422	0.389	0.4021	0.4018
